Actor1Name,Actor1CountryCode,Actor2Name,Actor2CountryCode,EventCode,EventBaseCode,EventRootCode,GoldsteinScale,NumArticles,AvgTone,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_Lat,ActionGeo_Long,SOURCEURL,date,annee,mois,mois_label,semaine,event_label,sentiment
BENIN,BEN,Inconnu,Inconnu,111,111,11,-2.0,5,-2.18978102189781,Benin,BN,9.5,2.25,https://www.heraldbulletin.com/news/nation_world/benins-president-condemns-foiled-coup-bid-says-mutineers-fleeing/article_b2f34da0-bcaf-5748-ae63-827995cd635f.html,2025-12-07,2025,12,Dec 2025,49,Désapprobation,négatif
COMMUNITY,Inconnu,Inconnu,Inconnu,120,120,12,-4.0,5,-10.3260869565217,Benin,BN,9.5,2.25,https://www.premiumtimesng.com/news/top-news/841259-bandits-set-jigawa-village-ablaze-kill-one-injure-police-officer.html,2025-12-07,2025,12,Dec 2025,49,Rejet / Refus,négatif
BENIN,BEN,Inconnu,Inconnu,120,120,12,-4.0,5,-3.9072039072039,Benin,BN,9.5,2.25,https://www.aol.com/articles/soldiers-benin-seized-power-president-091147961.html,2025-12-07,2025,12,Dec 2025,49,Rejet / Refus,négatif
MILITARY,Inconnu,Inconnu,Inconnu,110,110,11,-2.0,5,-1.4336917562724,Benin,BN,9.5,2.25,https://www.thisdaylive.com/2025/12/07/soldiers-announce-power-seizure-on-benins-national-television/,2025-12-07,2025,12,Dec 2025,49,Désapprobation,négatif
THE OPPOSITION,Inconnu,Inconnu,Inconnu,120,120,12,-4.0,5,-3.20121951219512,Benin,BN,9.5,2.25,https://www.perthnow.com.au/news/world/benin-government-says-armed-forces-foil-coup-attempt-c-20923631,2025-12-07,2025,12,Dec 2025,49,Rejet / Refus,négatif
BENIN,BEN,Inconnu,Inconnu,173,173,17,-5.0,5,-3.38308457711442,Benin,BN,9.5,2.25,https://www.dw.com/en/benin-ecowas-troops-deployed-after-failed-coup-attempt/a-75050722,2025-12-07,2025,12,Dec 2025,49,Coercition,négatif
AFRICA,AFR,Inconnu,Inconnu,111,111,11,-2.0,5,-1.70648464163823,Benin,BN,9.5,2.25,https://www.alwihdainfo.com/L-Union-Africaine-condamne-la-tentative-de-Coup-d-Etat-au-Benin_a146478.html,2025-12-07,2025,12,Dec 2025,49,Désapprobation,négatif
GOVERNMENT,Inconnu,COMPANY,Inconnu,173,173,17,-5.0,5,-9.57746478873238,Benin,BN,9.5,2.25,https://dailypost.ng/2025/12/31/nscdc-arrests-suspected-oil-installation-vandal-in-edo/,2025-12-31,2025,12,Dec 2025,1,Coercition,négatif
ECONOMIC COMMUNITY OF WEST AFRICAN STATES,WAF,Inconnu,Inconnu,111,111,11,-2.0,5,-2.79441117764471,Benin,BN,9.5,2.25,https://www.latimes.com/world-nation/story/2025-12-07/reported-benin-coup-has-been-foiled-government-official-says,2025-12-07,2025,12,Dec 2025,49,Désapprobation,négatif
AUTHORITIES,Inconnu,Inconnu,Inconnu,50,50,5,3.5,5,-1.08303249097473,Benin,BN,9.5,2.25,https://saharareporters.com/2025/12/07/benin-republic-coup-leader-colonel-pascal-tigri-reportedly-run-tinubu-presidency,2025-12-07,2025,12,Dec 2025,49,Engagement diplomatique,négatif
